configuration,seed,split,best_epoch,event_accuracy,event_macro_f1,time_mae_seconds,position_distance_mae_m,team_accuracy,team_macro_f1,player_top1,player_top3,player_top5,player_mrr,core_etp_loss,joint_active_loss
t5_player_adapter,20260717,validation,22,0.7654879385964912,0.5986852181803684,1.452919363975525,18.606903076171875,0.8640350877192983,0.8608253465044349,0.42912390301948533,0.6962665476721701,0.8133273836085081,0.5925736086842708,0.031947413099962366,0.297787151315756
three_f80,20260715,test,16,0.7698597889607037,0.6050857415612941,1.5202451944351196,16.02237892150879,0.7217461333553596,0.7027804641474769,0.033666503056534736,0.1012114586586944,0.16878987996965775,0.13012968259296873,0.03101277769917802,0.03101277769917802
three_f80,20260716,test,14,0.7696326429471163,0.6057451182667846,1.522132158279419,15.227907180786133,0.6357197431185083,0.551669929861907,0.0236379456516889,0.08030654589264201,0.1385480344473696,0.1117704210836861,0.031220679622957614,0.031220679622957614
three_f80,20260717,test,15,0.7696429677659157,0.6223862436103105,1.526087760925293,15.314103126525879,0.43030747310384704,0.3938569463370647,0.025389317745749856,0.08605149257061265,0.1460889741644728,0.11563336383200669,0.031028846110742043,0.031028846110742043
three_fixedb,20260715,test,17,0.7748570012596279,0.6256275668145186,1.5113039016723633,15.259760856628418,0.7067235220021889,0.6673569860323373,0.03907679264646825,0.11137387889875508,0.17848378028646647,0.13803633189717707,0.030694124586810204,0.030694124586810204
three_fixedb,20260716,test,12,0.7757346108575794,0.6226392890136713,1.518017053604126,15.630776405334473,0.6094224296363598,0.4989454798805235,0.02908170095042613,0.08289456070679577,0.1404332693766454,0.11744378490974054,0.03046064293577236,0.03046064293577236
three_fixedb,20260717,test,16,0.7683213909595886,0.6132991995582612,1.5374900102615356,15.097750663757324,0.39326202325149195,0.3674996496879227,0.02475346927847932,0.08065235821694704,0.1366962652268975,0.11216594733718865,0.03133692594390197,0.03133692594390197
three_sfb,20260715,test,9,0.7770974869391042,0.615418573383286,1.529672384262085,15.759857177734375,0.7397422925227662,0.7135349140934397,0.040136540091919144,0.11330373477310249,0.18349248137075544,0.14123952018820435,0.030752600157844548,0.030752600157844548
three_sfb,20260716,test,9,0.7753938918371983,0.6183688294393516,1.5135279893875122,15.604403495788574,0.6183430730790674,0.5073581182950095,0.021150327963946277,0.07151621971353353,0.12438088438713132,0.1075091000263063,0.03057050663277605,0.03057050663277605
three_sfb,20260717,test,10,0.7735250996345014,0.6105923807880176,1.5185083150863647,15.939443588256836,0.41067999256613047,0.38912858834454594,0.020793360403373342,0.07013297041631342,0.12315380839766187,0.10544558219011806,0.031002181441513076,0.031002181441513076
five_f80,20260715,test,17,0.7629937844590827,0.5740036435708563,1.529369831085205,18.677600860595703,0.8677493959981002,0.8631430373483653,0.4183436705189416,0.6895609299004953,0.8010463611619294,0.5836094196159289,0.032383198122272513,0.29955534492261343
five_f80,20260716,test,20,0.7627976129018935,0.5845790797213087,1.554998755455017,17.64298439025879,0.8680488157432837,0.8643970714150596,0.42135558431127573,0.6945919414573201,0.8056646289768418,0.5868923866334969,0.03222004715127473,0.2980628750203974
five_f80,20260717,test,19,0.7596795176244657,0.5895305456850661,1.546720027923584,18.439510345458984,0.8655915088690194,0.8617592551611105,0.4264200615769042,0.6999910758109856,0.8104502253357726,0.5918581587364948,0.0328334905001765,0.29583897082458593
five_hard,20260715,test,17,0.7648729014805791,0.5833268602602353,1.5343444347381592,17.270925521850586,0.8675738740785099,0.8631688379143915,0.4250591227522199,0.696466021150328,0.8081968676096559,0.5900685450839633,0.03201569806863087,0.2955852197244904
five_hard,20260716,test,20,0.7620955252235323,0.566198365192112,1.544082760810852,17.366121292114258,0.8656224833254177,0.8620665709314608,0.42173486234438445,0.6931529159787604,0.8037570835750302,0.5867979811810051,0.03226599662626447,0.29829883571254684
five_hard,20260717,test,19,0.7626117661635038,0.5856258257755891,1.5456264019012451,17.681331634521484,0.8680178412868854,0.8637842027233504,0.42277229931729954,0.6983177903708001,0.8105060015171122,0.5895774888503669,0.0323628667254073,0.29520102824100286
five_soft,20260715,test,18,0.767898073388812,0.6128721481768312,1.5483086109161377,16.986665725708008,0.8681933632064758,0.863763969296132,0.43005666860024094,0.7015193431796886,0.8090000446209451,0.5940568341072816,0.031883017168479494,0.29514307530534273
five_soft,20260716,test,20,0.7632002808350713,0.5895096034898926,1.5417886972427368,17.56904411315918,0.868224337662874,0.8647317494397961,0.41980500647003705,0.6908103163625006,0.8027531123109187,0.5849259511559356,0.03225658508076315,0.2996196358787343
five_soft,20260717,test,18,0.7653788176017511,0.6032456838863886,1.5262444019317627,17.732059478759766,0.8693394180932125,0.8657041916371666,0.4238097362902146,0.6996341082504127,0.8110860738030431,0.5904066424501012,0.032178971540808,0.29472586842177684
t4_team,20260715,test,17,0.7732876288021145,0.636904858740891,1.5263102054595947,15.140891075134277,0.8772792037499741,0.87337256331637,0.027196466021150327,0.0920976306278167,0.15879478827361562,0.12082052295627708,0.030608115028935744,0.03563896475018362
t4_team,20260716,test,14,0.7727197637681459,0.6154020026637198,1.5457350015640259,15.289777755737305,0.8770520577363867,0.8721828136269911,0.019209316853330955,0.06389719334255499,0.10763687474900718,0.09951193873033494,0.030849396802219903,0.03588342153107167
t4_team,20260717,test,16,0.7617651310219505,0.6027714676013332,1.5493685007095337,15.555488586425781,0.8700931298655709,0.8666241306689207,0.033499174512516175,0.10488153139083486,0.17421132479585918,0.13162820218782056,0.031649213944201324,0.036860652617484155
t4_player,20260715,test,19,0.7633448282982633,0.5923707039621565,1.5414737462997437,18.17229461669922,0.632281578458298,0.632249328220155,0.4201731292668779,0.6913123019945563,0.8028646646735977,0.5852803753302082,0.032276376086296105,0.29483152178094624
t4_player,20260716,test,23,0.7600202366448469,0.5874371487107596,1.5502116680145264,18.432537078857422,0.4393313647345489,0.40907768408649137,0.414919012984695,0.6870510017402168,0.7978001874079693,0.5806803900946804,0.0325206228391065,0.299125616928724
t4_player,20260717,test,23,0.7606294009540132,0.5703995800409999,1.5464725494384766,18.637319564819336,0.4479112891568753,0.38648761265743614,0.41932533131051714,0.6932086921601,0.8059100441747357,0.5855835707128656,0.03283471659277891,0.2951333207695858
t5_core,20260715,test,22,0.7661531790117083,0.58991841411053,1.5391525030136108,18.47774314880371,0.8682346624816735,0.8640003108693217,0.4177524429967427,0.6893712908839409,0.8017156753380037,0.5834866587855304,0.032168618885142795,0.30153964967083896
t5_core,20260716,test,20,0.7627976129018935,0.5845790797213087,1.554998755455017,17.64298439025879,0.8680488157432837,0.8643970714150596,0.42135558431127573,0.6945919414573201,0.8056646289768418,0.5868923866334969,0.032220047111888674,0.2980628759262767
t5_core,20260717,test,20,0.7648419270241807,0.6001255886293401,1.5215293169021606,18.392850875854492,0.8662935965473806,0.8618385651894404,0.4264200615769042,0.7004930614430414,0.812034268885815,0.5919352353974909,0.03231071611427839,0.2968616122887033
t5_player_adapter,20260715,test,17,0.7620955252235323,0.5785590114105796,1.522444486618042,18.51144027709961,0.8686992793276478,0.8642581093409137,0.41747356209004505,0.688188835839543,0.8004105126946589,0.5829611260159175,0.032398059690169956,0.30017963167677125
t5_player_adapter,20260716,test,24,0.7617651310219505,0.5950507375081249,1.5430207252502441,17.758831024169922,0.8677390711793008,0.8638711773017294,0.4245794475927,0.6926509303467048,0.8022622819151309,0.5882116495518979,0.03226006536393349,0.3023955969947155
t5_player_adapter,20260717,test,22,0.7640882152518224,0.6039962750600314,1.5199451446533203,18.342838287353516,0.8675738740785099,0.863564108727239,0.4264200615769042,0.6996787291954844,0.8118669403417964,0.5917881851229608,0.032298554079107304,0.29745672886793584
