model,seed,true_event,predicted_event,count,share_of_errors,rate_given_true
rotate,20260716,Interruption,Goalkeeper leaving line,9,0.000424548327751309,0.0020974131903985084
rotate,20260716,Interruption,Offside,0,0.0,0.0
rotate,20260716,Interruption,Others on the ball,128,0.0060380206613519505,0.029829876485667678
rotate,20260716,Interruption,Pass,291,0.013727062597292325,0.06781635982288511
rotate,20260716,Interruption,Save attempt,0,0.0,0.0
rotate,20260716,Interruption,Shot,4,0.00018868814566724845,0.0009321836401771149
rotate,20260716,Offside,Duel,3,0.00014151610925043634,0.011857707509881422
rotate,20260716,Offside,Foul,0,0.0,0.0
rotate,20260716,Offside,Free Kick,0,0.0,0.0
rotate,20260716,Offside,Goalkeeper leaving line,0,0.0,0.0
rotate,20260716,Offside,Interruption,11,0.0005188924005849332,0.043478260869565216
rotate,20260716,Offside,Others on the ball,79,0.003726590876928157,0.31225296442687744
rotate,20260716,Offside,Pass,158,0.007453181753856314,0.6245059288537549
rotate,20260716,Offside,Save attempt,0,0.0,0.0
rotate,20260716,Offside,Shot,2,9.434407283362423e-05,0.007905138339920948
rotate,20260716,Others on the ball,Duel,522,0.024623803009575923,0.06686307160240809
rotate,20260716,Others on the ball,Foul,31,0.0014623331289211755,0.003970795439989753
rotate,20260716,Others on the ball,Free Kick,0,0.0,0.0
rotate,20260716,Others on the ball,Goalkeeper leaving line,8,0.0003773762913344969,0.0010247214038683233
rotate,20260716,Others on the ball,Interruption,230,0.010849568375866786,0.029460740361214294
rotate,20260716,Others on the ball,Offside,0,0.0,0.0
rotate,20260716,Others on the ball,Pass,4685,0.22100099061276476,0.6001024721403868
rotate,20260716,Others on the ball,Save attempt,2,9.434407283362423e-05,0.0002561803509670808
rotate,20260716,Others on the ball,Shot,77,0.0036322468040945327,0.009862943512232611
rotate,20260716,Pass,Duel,1680,0.07924902118024435,0.0342472734685557
rotate,20260716,Pass,Foul,267,0.012594933723288834,0.005442870247681174
rotate,20260716,Pass,Free Kick,9,0.000424548327751309,0.00018346753643869128
rotate,20260716,Pass,Goalkeeper leaving line,3,0.00014151610925043634,6.115584547956375e-05
rotate,20260716,Pass,Interruption,776,0.0366055002594462,0.01581897869738049
rotate,20260716,Pass,Offside,0,0.0,0.0
rotate,20260716,Pass,Others on the ball,810,0.03820934949761781,0.016512078279482215
rotate,20260716,Pass,Save attempt,0,0.0,0.0
rotate,20260716,Pass,Shot,134,0.006321052879852823,0.002731627764753848
rotate,20260716,Save attempt,Duel,1,4.717203641681211e-05,0.0019193857965451055
rotate,20260716,Save attempt,Foul,0,0.0,0.0
rotate,20260716,Save attempt,Free Kick,0,0.0,0.0
rotate,20260716,Save attempt,Goalkeeper leaving line,9,0.000424548327751309,0.01727447216890595
rotate,20260716,Save attempt,Interruption,20,0.0009434407283362423,0.03838771593090211
rotate,20260716,Save attempt,Offside,0,0.0,0.0
rotate,20260716,Save attempt,Others on the ball,0,0.0,0.0
rotate,20260716,Save attempt,Pass,4,0.00018868814566724845,0.007677543186180422
rotate,20260716,Save attempt,Shot,0,0.0,0.0
rotate,20260716,Shot,Duel,226,0.010660880230199538,0.18433931484502447
rotate,20260716,Shot,Foul,4,0.00018868814566724845,0.0032626427406199023
rotate,20260716,Shot,Free Kick,0,0.0,0.0
rotate,20260716,Shot,Goalkeeper leaving line,0,0.0,0.0
rotate,20260716,Shot,Interruption,13,0.0006132364734185575,0.010603588907014683
rotate,20260716,Shot,Offside,0,0.0,0.0
rotate,20260716,Shot,Others on the ball,32,0.0015095051653379876,0.026101141924959218
rotate,20260716,Shot,Pass,478,0.02254823340723619,0.3898858075040783
rotate,20260716,Shot,Save attempt,0,0.0,0.0
rotate,20260717,Duel,Foul,165,0.007634294174802202,0.006156716417910448
rotate,20260717,Duel,Free Kick,3,0.0001388053486327673,0.00011194029850746269
rotate,20260717,Duel,Goalkeeper leaving line,3,0.0001388053486327673,0.00011194029850746269
rotate,20260717,Duel,Interruption,546,0.02526257345116365,0.02037313432835821
rotate,20260717,Duel,Offside,0,0.0,0.0
rotate,20260717,Duel,Others on the ball,92,0.004256697358071531,0.0034328358208955225
rotate,20260717,Duel,Pass,8190,0.37893860176745475,0.3055970149253731
rotate,20260717,Duel,Save attempt,0,0.0,0.0
rotate,20260717,Duel,Shot,238,0.011011890991532873,0.008880597014925374
rotate,20260717,Foul,Duel,19,0.0008791005413408597,0.015912897822445562
rotate,20260717,Foul,Free Kick,39,0.001804469532225975,0.032663316582914576
rotate,20260717,Foul,Goalkeeper leaving line,0,0.0,0.0
rotate,20260717,Foul,Interruption,4,0.0001850737981770231,0.0033500837520938024
rotate,20260717,Foul,Offside,0,0.0,0.0
rotate,20260717,Foul,Others on the ball,1,4.6268449544255775e-05,0.0008375209380234506
rotate,20260717,Foul,Pass,488,0.022579003377596815,0.40871021775544386
rotate,20260717,Foul,Save attempt,0,0.0,0.0
rotate,20260717,Foul,Shot,18,0.0008328320917966039,0.01507537688442211
rotate,20260717,Free Kick,Duel,0,0.0,0.0
rotate,20260717,Free Kick,Foul,0,0.0,0.0
rotate,20260717,Free Kick,Goalkeeper leaving line,0,0.0,0.0
rotate,20260717,Free Kick,Interruption,1,4.6268449544255775e-05,0.00018031013342949875
rotate,20260717,Free Kick,Offside,0,0.0,0.0
rotate,20260717,Free Kick,Others on the ball,1,4.6268449544255775e-05,0.00018031013342949875
rotate,20260717,Free Kick,Pass,8,0.0003701475963540462,0.00144248106743599
rotate,20260717,Free Kick,Save attempt,0,0.0,0.0
rotate,20260717,Free Kick,Shot,0,0.0,0.0
rotate,20260717,Goalkeeper leaving line,Duel,13,0.000601489844075325,0.06565656565656566
rotate,20260717,Goalkeeper leaving line,Foul,0,0.0,0.0
rotate,20260717,Goalkeeper leaving line,Free Kick,0,0.0,0.0
rotate,20260717,Goalkeeper leaving line,Interruption,21,0.0009716374404293712,0.10606060606060606
rotate,20260717,Goalkeeper leaving line,Offside,0,0.0,0.0
rotate,20260717,Goalkeeper leaving line,Others on the ball,2,9.253689908851155e-05,0.010101010101010102
rotate,20260717,Goalkeeper leaving line,Pass,8,0.0003701475963540462,0.04040404040404041
rotate,20260717,Goalkeeper leaving line,Save attempt,0,0.0,0.0
rotate,20260717,Goalkeeper leaving line,Shot,0,0.0,0.0
rotate,20260717,Interruption,Duel,56,0.0025910331744783232,0.013050570962479609
rotate,20260717,Interruption,Foul,0,0.0,0.0
rotate,20260717,Interruption,Free Kick,128,0.005922361541664739,0.029829876485667678
rotate,20260717,Interruption,Goalkeeper leaving line,17,0.0007865636422523481,0.003961780470752739
rotate,20260717,Interruption,Offside,0,0.0,0.0
rotate,20260717,Interruption,Others on the ball,120,0.005552213945310693,0.027965509205313446
rotate,20260717,Interruption,Pass,418,0.019340211909498913,0.0974131903985085
rotate,20260717,Interruption,Save attempt,3,0.0001388053486327673,0.0006991377301328362
rotate,20260717,Interruption,Shot,2,9.253689908851155e-05,0.00046609182008855747
rotate,20260717,Offside,Duel,3,0.0001388053486327673,0.011857707509881422
rotate,20260717,Offside,Foul,0,0.0,0.0
rotate,20260717,Offside,Free Kick,0,0.0,0.0
rotate,20260717,Offside,Goalkeeper leaving line,0,0.0,0.0
rotate,20260717,Offside,Interruption,22,0.001017905889973627,0.08695652173913043
rotate,20260717,Offside,Others on the ball,55,0.0025447647249340673,0.21739130434782608
rotate,20260717,Offside,Pass,171,0.007911904872067737,0.6758893280632411
rotate,20260717,Offside,Save attempt,0,0.0,0.0
rotate,20260717,Offside,Shot,2,9.253689908851155e-05,0.007905138339920948
rotate,20260717,Others on the ball,Duel,526,0.024337204460278535,0.06737543230434226
rotate,20260717,Others on the ball,Foul,41,0.0018970064313144866,0.0052516971948251565
rotate,20260717,Others on the ball,Free Kick,0,0.0,0.0
rotate,20260717,Others on the ball,Goalkeeper leaving line,10,0.00046268449544255774,0.0012809017548354041
rotate,20260717,Others on the ball,Interruption,362,0.01674917873502059,0.04636864352504163
rotate,20260717,Others on the ball,Offside,0,0.0,0.0
rotate,20260717,Others on the ball,Pass,4893,0.2263915236200435,0.6267452286409633
rotate,20260717,Others on the ball,Save attempt,2,9.253689908851155e-05,0.0002561803509670808
rotate,20260717,Others on the ball,Shot,107,0.004950724101235367,0.013705648776738823
rotate,20260717,Pass,Duel,1968,0.09105630870309536,0.040118234634593825
rotate,20260717,Pass,Foul,366,0.01693425253319761,0.007461013148506778
rotate,20260717,Pass,Free Kick,29,0.0013417850367834173,0.0005911731729691163
rotate,20260717,Pass,Goalkeeper leaving line,6,0.0002776106972655346,0.0001223116909591275
rotate,20260717,Pass,Interruption,1062,0.04913709341599963,0.02164916929976557
rotate,20260717,Pass,Offside,0,0.0,0.0
rotate,20260717,Pass,Others on the ball,514,0.023781983065747466,0.010478034858831923
rotate,20260717,Pass,Save attempt,0,0.0,0.0
rotate,20260717,Pass,Shot,154,0.007125341229815389,0.003139333401284273
rotate,20260717,Save attempt,Duel,2,9.253689908851155e-05,0.003838771593090211
rotate,20260717,Save attempt,Foul,0,0.0,0.0
rotate,20260717,Save attempt,Free Kick,0,0.0,0.0
rotate,20260717,Save attempt,Goalkeeper leaving line,12,0.0005552213945310692,0.023032629558541268
rotate,20260717,Save attempt,Interruption,11,0.0005089529449868135,0.02111324376199616
rotate,20260717,Save attempt,Offside,0,0.0,0.0
rotate,20260717,Save attempt,Others on the ball,5,0.00023134224772127887,0.009596928982725527
rotate,20260717,Save attempt,Pass,3,0.0001388053486327673,0.005758157389635317
rotate,20260717,Save attempt,Shot,0,0.0,0.0
rotate,20260717,Shot,Duel,168,0.007773099523434969,0.1370309951060359
rotate,20260717,Shot,Foul,2,9.253689908851155e-05,0.0016313213703099511
rotate,20260717,Shot,Free Kick,0,0.0,0.0
rotate,20260717,Shot,Goalkeeper leaving line,0,0.0,0.0
rotate,20260717,Shot,Interruption,16,0.0007402951927080924,0.013050570962479609
rotate,20260717,Shot,Offside,0,0.0,0.0
rotate,20260717,Shot,Others on the ball,20,0.0009253689908851155,0.01631321370309951
rotate,20260717,Shot,Pass,477,0.022070050432610004,0.3890701468189233
rotate,20260717,Shot,Save attempt,0,0.0,0.0
