,,event_accuracy,event_accuracy,event_macro_f1,event_macro_f1,time_mae,time_mae,position_mean_m,position_mean_m,position_median_m,position_median_m,team_accuracy,team_accuracy,player_top1,player_top1,player_top3,player_top3,player_top5,player_top5,player_mrr,player_mrr,player_coverage,player_coverage
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
split,mode,,,,,,,,,,,,,,,,,,,,,,
validation,base_post,0.7700109649122807,0.0036546852044883156,0.6121693854821884,0.005238439884349208,1.4236137469609578,0.01175974523356139,15.794192859795585,0.24427220950706374,8.852328054137624,0.23458011823035815,0.8658625730994153,0.002232600826547986,0.42342208339530957,0.0014292761470969804,0.6894243641231593,0.0010726018966127878,0.8049977688531905,0.0020982799315285086,0.5864383450255336,0.001522137593690418,0.9214638157894738,0.0
validation,null,0.7687774122807017,0.0027514884731201735,0.6099188120396789,0.006663654199268767,1.4236137469609578,0.01175974523356139,15.794192859795585,0.24427220950706374,8.852328054137624,0.23458011823035815,0.8658625730994153,0.002232600826547986,0.42342208339530957,0.0014292761470969804,0.6894243641231593,0.0010726018966127878,0.8049977688531905,0.0020982799315285086,0.5864383450255336,0.001522137593690418,0.9214638157894738,0.0
validation,original,0.7678179824561404,0.0027988730614942623,0.607320490131792,0.010211668864371966,1.4236137469609578,0.01175974523356139,15.794192859795585,0.24427220950706374,8.852328054137624,0.23458011823035815,0.8658625730994153,0.002232600826547986,0.42342208339530957,0.0014292761470969804,0.6894243641231593,0.0010726018966127878,0.8049977688531905,0.0020982799315285086,0.5864383450255336,0.001522137593690418,0.9214638157894738,0.0
