split,mode,seed,samples,event_accuracy,event_macro_f1,time_mae,position_mean_m,position_median_m,team_accuracy,player_top1,player_top3,player_top5,player_mrr,player_coverage
validation,original,20260715,7296,7.700109649122807e-01,0.6113833906108748,1.4358500242233276,16.032888603842792,9.076264594204364,0.8648574561403509,0.4231741781942585,0.6882344191581139,0.8027666220437305,0.5862614436663371,0.9214638157894737
validation,original,20260716,7296,0.7646655701754386,0.5957027053076251,1.4225943088531494,15.544702109873207,8.60838572837294,0.868421052631579,0.4221329763498438,0.6897218503644207,0.8052952550944519,0.585012387475505,0.9214638157894737
validation,original,20260717,7296,0.7687774122807017,0.614875374476876,1.4123969078063965,15.804987865670753,8.87233383983557,0.8643092105263158,0.42495909564182655,0.6903168228469433,0.8069314294213893,0.5880412039347587,0.9214638157894737
validation,null,20260715,7296,0.7700109649122807,0.6113833906108748,1.4358500242233276,16.032888603842792,9.076264594204364,0.8648574561403509,0.4231741781942585,0.6882344191581139,0.8027666220437305,0.5862614436663371,0.9214638157894737
validation,null,20260716,7296,0.765625,0.6026446923914051,1.4225943088531494,15.544702109873207,8.60838572837294,0.868421052631579,0.4221329763498438,0.6897218503644207,0.8052952550944519,0.585012387475505,0.9214638157894737
validation,null,20260717,7296,0.7706962719298246,0.6157283531167568,1.4123969078063965,15.804987865670753,8.87233383983557,0.8643092105263158,0.42495909564182655,0.6903168228469433,0.8069314294213893,0.5880412039347587,0.9214638157894737
validation,base_post,20260715,7296,0.7728892543859649,0.6145974925532616,1.4358500242233276,16.032888603842792,9.076264594204364,0.8648574561403509,0.4231741781942585,0.6882344191581139,0.8027666220437305,0.5862614436663371,0.9214638157894737
validation,base_post,20260716,7296,0.7658991228070176,0.6061574705000806,1.4225943088531494,15.544702109873207,8.60838572837294,0.868421052631579,0.4221329763498438,0.6897218503644207,0.8052952550944519,0.585012387475505,0.9214638157894737
validation,base_post,20260717,7296,0.7712445175438597,0.6157531933932229,1.4123969078063965,15.804987865670753,8.87233383983557,0.8643092105263158,0.42495909564182655,0.6903168228469433,0.8069314294213893,0.5880412039347587,0.9214638157894737
