seed,mode,device,samples,repetitions,warmups,forward_median_seconds,relative_forward_cost,samples_per_second,parameters,hgt_layer_calls_per_forward,loader_setup_and_first_collate_seconds,transfer_seconds,measurement
20260715,original,cpu,16,7,2,0.17244085692800581,1.0,92.78543545326971,557705,3,0.27723629493266344,0.000775184016674757,"fixed validation batch, model-only, includes fixed Position/TC composition; not full-dataset latency"
20260715,null,cpu,16,7,2,0.17465438903309405,1.0128364712662752,91.60949283082873,566611,3,0.27723629493266344,0.000775184016674757,"fixed validation batch, model-only, includes fixed Position/TC composition; not full-dataset latency"
20260715,base_post,cpu,16,7,2,0.17299760098103434,1.0032286087122668,92.48683166279325,566611,3,0.27723629493266344,0.000775184016674757,"fixed validation batch, model-only, includes fixed Position/TC composition; not full-dataset latency"
20260716,original,cpu,16,7,2,0.17116946692112833,1.0,93.47461488194328,557705,3,0.2738312449073419,0.000406468054279685,"fixed validation batch, model-only, includes fixed Position/TC composition; not full-dataset latency"
20260716,null,cpu,16,7,2,0.17153599997982383,1.0021413460314414,93.27488108549768,566611,3,0.2738312449073419,0.000406468054279685,"fixed validation batch, model-only, includes fixed Position/TC composition; not full-dataset latency"
20260716,base_post,cpu,16,7,2,0.17248135502450168,1.0076642647019391,92.7636497158034,566611,3,0.2738312449073419,0.000406468054279685,"fixed validation batch, model-only, includes fixed Position/TC composition; not full-dataset latency"
20260717,original,cpu,16,7,2,0.17545416799839586,1.0,91.19190602611552,557705,3,0.2726982870372012,0.00036694202572107315,"fixed validation batch, model-only, includes fixed Position/TC composition; not full-dataset latency"
20260717,null,cpu,16,7,2,0.17702695704065263,1.008964101908774,90.38171512108038,566611,3,0.2726982870372012,0.00036694202572107315,"fixed validation batch, model-only, includes fixed Position/TC composition; not full-dataset latency"
20260717,base_post,cpu,16,7,2,0.17599492403678596,1.0030820358647452,90.91171286653542,566611,3,0.2726982870372012,0.00036694202572107315,"fixed validation batch, model-only, includes fixed Position/TC composition; not full-dataset latency"
