seed,mode,anchor,age,head,pairs,samples,sample_mean_mass,pair_mean_mass,bias_mean
20260717,base,Pass+CONTROL,ends_at_anchor,3,38348,38348,0.30186310765907826,0.30186310765907826,0.0
20260717,base,Pass+CONTROL,ends_at_anchor,mean,38348,38348,0.12840826001562383,0.12840826001562383,0.0
20260717,base,Pass+CONTROL,age_1_5,0,191477,38364,0.1100586123634104,0.11011126528479892,0.0
20260717,base,Pass+CONTROL,age_1_5,1,191477,38364,0.19126562261443375,0.19127557759950434,0.0
20260717,base,Pass+CONTROL,age_1_5,2,191477,38364,0.17036693343582016,0.17037502379995584,0.0
20260717,base,Pass+CONTROL,age_1_5,3,191477,38364,0.283708429902706,0.2836218162255206,0.0
20260717,base,Pass+CONTROL,age_1_5,mean,191477,38364,0.1888498995790926,0.18884592072744494,0.0
20260717,base,Pass+CONTROL,age_6_20,0,571171,38253,0.12901496480495356,0.12895288139899216,0.0
20260717,base,Pass+CONTROL,age_6_20,1,571171,38253,0.20529821856709465,0.2054282710880224,0.0
20260717,base,Pass+CONTROL,age_6_20,2,571171,38253,0.15730680495256189,0.1572530687194512,0.0
20260717,base,Pass+CONTROL,age_6_20,3,571171,38253,0.164939829604857,0.16472443912491377,0.0
20260717,base,Pass+CONTROL,age_6_20,mean,571171,38253,0.16413995448236676,0.16408966508284487,0.0
20260717,base,Pass+CONTROL,age_gt20,0,2157327,37915,0.09425930224076123,0.09390361043395995,0.0
20260717,base,Pass+CONTROL,age_gt20,1,2157327,37915,0.2019809112062548,0.2017974707884064,0.0
20260717,base,Pass+CONTROL,age_gt20,2,2157327,37915,0.14652031973530377,0.1462968980294248,0.0
20260717,base,Pass+CONTROL,age_gt20,3,2157327,37915,0.12395509101338127,0.12379783282373959,0.0
20260717,base,Pass+CONTROL,age_gt20,mean,2157327,37915,0.14167890604892527,0.1414489530188827,0.0
20260717,constant,other,ends_at_anchor,0,58429,58429,0.2492292099346493,0.2492292099346493,-0.16755461692810059
20260717,constant,other,ends_at_anchor,1,58429,58429,0.20538790726525177,0.20538790726525177,-0.14588627219200134
20260717,constant,other,ends_at_anchor,2,58429,58429,0.24020317902453497,0.24020317902453497,-0.07308995723724365
20260717,constant,other,ends_at_anchor,3,58429,58429,0.2922108172455926,0.2922108172455926,-0.07137013971805573
20260717,constant,other,ends_at_anchor,mean,58429,58429,0.24675777836750717,0.24675777836750717,-0.11447524651885033
20260717,constant,other,age_1_5,0,291553,58413,0.15986819401638078,0.15985047102715869,-0.16755461692810059
20260717,constant,other,age_1_5,1,291553,58413,0.17533674313002706,0.17538886966108325,-0.14588627219200134
20260717,constant,other,age_1_5,2,291553,58413,0.19948396905939286,0.19943342833777403,-0.07308995723724365
20260717,constant,other,age_1_5,3,291553,58413,0.20442280025848075,0.20433436885661385,-0.07137013971805573
20260717,constant,other,age_1_5,mean,291553,58413,0.18477792661607034,0.18475178447065743,-0.11447524651885033
20260717,constant,other,age_6_20,0,869369,58239,0.1487305741718627,0.14864268560516647,-0.16755461692810059
20260717,constant,other,age_6_20,1,869369,58239,0.18488340248732632,0.18492983596258297,-0.14588627219200134
20260717,constant,other,age_6_20,2,869369,58239,0.17041932028266987,0.17031722819393844,-0.07308995723724365
20260717,constant,other,age_6_20,3,869369,58239,0.14632849846572252,0.14620836720302266,-0.07137013971805573
20260717,constant,other,age_6_20,mean,869369,58239,0.16259044885189533,0.16252452924117763,-0.11447524651885033
20260717,constant,other,age_gt20,0,3292092,57722,0.1104201829414619,0.1101905919008168,-0.16755461692810059
20260717,constant,other,age_gt20,1,3292092,57722,0.18221933600269485,0.18213573339698577,-0.14588627219200134
20260717,constant,other,age_gt20,2,3292092,57722,0.15949629539870802,0.1592069529959931,-0.07308995723724365
20260717,constant,other,age_gt20,3,3292092,57722,0.11861978051357075,0.1185152752590128,-0.07137013971805573
20260717,constant,other,age_gt20,mean,3292092,57722,0.1426888987141089,0.14251213838820212,-0.11447524651885033
20260717,constant,Pass+CONTROL,ends_at_anchor,0,38348,38348,0.004704659196811054,0.004704659196811054,-0.16755461692810059
20260717,constant,Pass+CONTROL,ends_at_anchor,1,38348,38348,0.09854948091471435,0.09854948091471435,-0.14588627219200134
20260717,constant,Pass+CONTROL,ends_at_anchor,2,38348,38348,0.0959749811004743,0.0959749811004743,-0.07308995723724365
20260717,constant,Pass+CONTROL,ends_at_anchor,3,38348,38348,0.317167364089084,0.317167364089084,-0.07137013971805573
20260717,constant,Pass+CONTROL,ends_at_anchor,mean,38348,38348,0.12909912132527093,0.12909912132527093,-0.11447524651885033
20260717,constant,Pass+CONTROL,age_1_5,0,191477,38364,0.10314697316852704,0.10319934625507003,-0.16755461692810059
20260717,constant,Pass+CONTROL,age_1_5,1,191477,38364,0.16291656411225786,0.16295406118768185,-0.14588627219200134
20260717,constant,Pass+CONTROL,age_1_5,2,191477,38364,0.19504061913439255,0.1950363482998781,-0.07308995723724365
20260717,constant,Pass+CONTROL,age_1_5,3,191477,38364,0.2890156332346447,0.288898715088728,-0.07137013971805573
20260717,constant,Pass+CONTROL,age_1_5,mean,191477,38364,0.18752994741245554,0.1875221177078395,-0.11447524651885033
20260717,constant,Pass+CONTROL,age_6_20,0,571171,38253,0.11938298279695309,0.11932978158651948,-0.16755461692810059
20260717,constant,Pass+CONTROL,age_6_20,1,571171,38253,0.17697964057079474,0.1770852404590809,-0.14588627219200134
20260717,constant,Pass+CONTROL,age_6_20,2,571171,38253,0.17638468833602314,0.1763045347960796,-0.07308995723724365
20260717,constant,Pass+CONTROL,age_6_20,3,571171,38253,0.16022807423618263,0.15997192731424537,-0.07137013971805573
20260717,constant,Pass+CONTROL,age_6_20,mean,571171,38253,0.1582438464849884,0.15817287103898134,-0.11447524651885033
20260717,constant,Pass+CONTROL,age_gt20,0,2157327,37915,0.08559837428427652,0.08524713364933614,-0.16755461692810059
20260717,constant,Pass+CONTROL,age_gt20,1,2157327,37915,0.1729792948556522,0.17273068520795765,-0.14588627219200134
20260717,constant,Pass+CONTROL,age_gt20,2,2157327,37915,0.161920001096374,0.16164716777021443,-0.07308995723724365
20260717,constant,Pass+CONTROL,age_gt20,3,2157327,37915,0.11629351501054203,0.11604873463435304,-0.07137013971805573
20260717,constant,Pass+CONTROL,age_gt20,mean,2157327,37915,0.1341977963117112,0.1339184303154653,-0.11447524651885033
20260717,transition,other,ends_at_anchor,0,58429,58429,0.2514136125240623,0.2514136125240623,-0.6903192514555929
20260717,transition,other,ends_at_anchor,1,58429,58429,0.13993042244967124,0.13993042244967124,-3.1165738364746285
20260717,transition,other,ends_at_anchor,2,58429,58429,0.20613703060178248,0.20613703060178248,-0.24758505585894103
20260717,transition,other,ends_at_anchor,3,58429,58429,0.2306891974136246,0.2306891974136246,-1.808748817727358
20260717,transition,other,ends_at_anchor,mean,58429,58429,0.20704256574728516,0.20704256574728516,-1.4658067403791302
20260717,transition,other,age_1_5,0,291553,58413,0.15666286642556276,0.15665472024229785,-0.7566993794866745
20260717,transition,other,age_1_5,1,291553,58413,0.09832249597422113,0.09840543985237364,-3.968739429445092
20260717,transition,other,age_1_5,2,291553,58413,0.19033877587026443,0.19035459228973525,-0.315812480562915
20260717,transition,other,age_1_5,3,291553,58413,0.11678312781043759,0.11669481051440105,-2.3028918085064807
20260717,transition,other,age_1_5,mean,291553,58413,0.14052681652012147,0.14052739072470194,-1.8360357745002904
20260717,transition,other,age_6_20,0,869369,58239,0.14809397341931757,0.1480613730746855,-0.7713501379158069
20260717,transition,other,age_6_20,1,869369,58239,0.09779980079034478,0.09789284669505427,-4.154460340672668
20260717,transition,other,age_6_20,2,869369,58239,0.15818098505688477,0.15816874575122666,-0.3306380852032243
20260717,transition,other,age_6_20,3,869369,58239,0.07725084387825724,0.07720773530157532,-2.4091448581082684
20260717,transition,other,age_6_20,mean,869369,58239,0.1203314007862011,0.12033267520563544,-1.916398355474992
20260717,transition,other,age_gt20,0,3292092,57722,0.10922999511138962,0.10905864061110188,-0.7746815675481108
20260717,transition,other,age_gt20,1,3292092,57722,0.09478607127947712,0.09493178719721763,-4.195377700931863
20260717,transition,other,age_gt20,2,3292092,57722,0.14591824237437703,0.1457968885738788,-0.33405868935398036
20260717,transition,other,age_gt20,3,3292092,57722,0.062247255974308725,0.06222342962325303,-2.431872055513728
20260717,transition,other,age_gt20,mean,3292092,57722,0.10304539118488813,0.10300268650136282,-1.9339975033369208
20260717,transition,Pass+CONTROL,ends_at_anchor,0,38348,38348,0.004306095400517096,0.004306095400517096,-0.9110119001143504
20260717,transition,Pass+CONTROL,ends_at_anchor,1,38348,38348,0.01179661754327023,0.01179661754327023,-5.909682416312899
20260717,transition,Pass+CONTROL,ends_at_anchor,2,38348,38348,0.13057780303626523,0.13057780303626523,-0.472039233092444
20260717,transition,Pass+CONTROL,ends_at_anchor,3,38348,38348,0.06670259957681621,0.06670259957681621,-3.421030097868466
20260717,transition,Pass+CONTROL,ends_at_anchor,mean,38348,38348,0.05334577888921719,0.05334577888921719,-2.67844091184704
20260717,transition,Pass+CONTROL,age_1_5,0,191477,38364,0.09742506199733592,0.0974786064976535,-0.8100014221818783
20260717,transition,Pass+CONTROL,age_1_5,1,191477,38364,0.07141542347407906,0.07147711993725651,-4.6132452709590765
20260717,transition,Pass+CONTROL,age_1_5,2,191477,38364,0.19090500287365353,0.19095597175942486,-0.3681719802828951
20260717,transition,Pass+CONTROL,age_1_5,3,191477,38364,0.13186195928318295,0.13177955740767225,-2.6690956432745025
20260717,transition,Pass+CONTROL,age_1_5,mean,191477,38364,0.12290186190706286,0.12292281390050178,-2.115128579174588
20260717,transition,Pass+CONTROL,age_6_20,0,571171,38253,0.11567504184137205,0.11567450605351355,-0.7887098650976321
20260717,transition,Pass+CONTROL,age_6_20,1,571171,38253,0.08936587182021073,0.0894764900539769,-4.340733203287148
20260717,transition,Pass+CONTROL,age_6_20,2,571171,38253,0.16001937155139012,0.16003791425254568,-0.34653395999073167
20260717,transition,Pass+CONTROL,age_6_20,3,571171,38253,0.079270356086565,0.07913780551532093,-2.513164428276876
20260717,transition,Pass+CONTROL,age_6_20,mean,571171,38253,0.11108266032488448,0.11108167896883925,-1.997285364163097
20260717,transition,Pass+CONTROL,age_gt20,0,2157327,37915,0.08108019302463493,0.08079688931525814,-0.7854018296000528
20260717,transition,Pass+CONTROL,age_gt20,1,2157327,37915,0.08757277738312552,0.08768823425007068,-4.305571799355398
20260717,transition,Pass+CONTROL,age_gt20,2,2157327,37915,0.14468217838661263,0.14465490916991663,-0.3436669975442792
20260717,transition,Pass+CONTROL,age_gt20,3,2157327,37915,0.057122364949023244,0.05704238060881603,-2.4932038931651563
20260717,transition,Pass+CONTROL,age_gt20,mean,2157327,37915,0.09261437843584908,0.09254560333601536,-1.9819611299162216
