configuration,seed,task,layer,relation,message_norm
pg_task,20260715,position,layer2,event__performed_by_team__team,21.853471755981445
pg_task,20260715,position,layer2,event__has_type__event_type,20.31397819519043
pg_task,20260715,position,layer2,event_type__describes__event,42.23192596435547
pg_task,20260715,position,layer2,event__has_tag__tag,28.308547973632812
pg_task,20260715,position,layer2,tag__describes__event,45.01732635498047
pg_task,20260715,position,layer2,event__starts_in__zone,20.005598068237305
pg_task,20260715,position,layer2,zone__start_of__event,50.04561996459961
pg_task,20260715,position,layer2,event__ends_in__zone,23.044620513916016
pg_task,20260715,position,layer2,zone__end_of__event,51.19456481933594
pg_task,20260715,position,layer2,event__belongs_to__possession,24.38108253479004
pg_task,20260715,position,layer2,possession__contains__event,52.00245666503906
pg_task,20260715,position,layer2,possession__owned_by__team,0.0
pg_task,20260715,position,layer2,team__has_possession__possession,0.0
pg_task,20260715,position,layer2,possession__next__possession,0.0
pg_task,20260716,event,layer1,event__next__event,118.09712219238281
pg_task,20260716,event,layer1,event__gap_0_2s__event,66.84916687011719
pg_task,20260716,event,layer1,event__gap_2_5s__event,84.041748046875
pg_task,20260716,event,layer1,event__gap_5_15s__event,55.7918586730957
pg_task,20260716,event,layer1,event__gap_15_60s__event,50.11604309082031
pg_task,20260716,event,layer1,event__gap_60plus__event,0.0
pg_task,20260716,event,layer1,event__period_break__event,0.0
pg_task,20260716,event,layer1,player__performs__event,103.5598373413086
pg_task,20260716,event,layer1,event__performed_by__player,92.16738891601562
pg_task,20260716,event,layer1,team__performs__event,118.64445495605469
pg_task,20260716,event,layer1,event__performed_by_team__team,95.66444396972656
pg_task,20260716,event,layer1,event__has_type__event_type,91.80631256103516
pg_task,20260716,event,layer1,event_type__describes__event,101.27017974853516
pg_task,20260716,event,layer1,event__has_tag__tag,105.53485870361328
pg_task,20260716,event,layer1,tag__describes__event,143.35720825195312
pg_task,20260716,event,layer1,event__starts_in__zone,116.86711120605469
pg_task,20260716,event,layer1,zone__start_of__event,101.71818542480469
pg_task,20260716,event,layer1,event__ends_in__zone,100.82202911376953
pg_task,20260716,event,layer1,zone__end_of__event,128.88995361328125
pg_task,20260716,event,layer1,event__belongs_to__possession,106.76551818847656
pg_task,20260716,event,layer1,possession__contains__event,77.1886215209961
pg_task,20260716,event,layer1,possession__owned_by__team,0.0
pg_task,20260716,event,layer1,team__has_possession__possession,0.0
pg_task,20260716,event,layer1,possession__next__possession,0.0
pg_task,20260716,event,layer2,event__next__event,189.62347412109375
pg_task,20260716,event,layer2,event__gap_0_2s__event,133.98916625976562
pg_task,20260716,event,layer2,event__gap_2_5s__event,135.5838623046875
pg_task,20260716,event,layer2,event__gap_5_15s__event,75.33544921875
pg_task,20260716,event,layer2,event__gap_15_60s__event,49.814544677734375
pg_task,20260716,event,layer2,event__gap_60plus__event,0.0
pg_task,20260716,event,layer2,event__period_break__event,0.0
pg_task,20260716,event,layer2,player__performs__event,187.70945739746094
pg_task,20260716,event,layer2,event__performed_by__player,140.75619506835938
pg_task,20260716,event,layer2,team__performs__event,214.26695251464844
pg_task,20260716,event,layer2,event__performed_by_team__team,142.74935913085938
pg_task,20260716,event,layer2,event__has_type__event_type,117.53279113769531
pg_task,20260716,event,layer2,event_type__describes__event,404.8918762207031
pg_task,20260716,event,layer2,event__has_tag__tag,151.8648681640625
pg_task,20260716,event,layer2,tag__describes__event,291.925537109375
pg_task,20260716,event,layer2,event__starts_in__zone,131.2798614501953
pg_task,20260716,event,layer2,zone__start_of__event,243.54635620117188
pg_task,20260716,event,layer2,event__ends_in__zone,138.717529296875
pg_task,20260716,event,layer2,zone__end_of__event,252.48826599121094
pg_task,20260716,event,layer2,event__belongs_to__possession,121.74275970458984
pg_task,20260716,event,layer2,possession__contains__event,290.2423400878906
pg_task,20260716,event,layer2,possession__owned_by__team,0.0
pg_task,20260716,event,layer2,team__has_possession__possession,0.0
pg_task,20260716,event,layer2,possession__next__possession,0.0
pg_task,20260716,time,layer1,event__next__event,125.21148681640625
pg_task,20260716,time,layer1,event__gap_0_2s__event,70.73851776123047
pg_task,20260716,time,layer1,event__gap_2_5s__event,89.00548553466797
pg_task,20260716,time,layer1,event__gap_5_15s__event,59.48005676269531
pg_task,20260716,time,layer1,event__gap_15_60s__event,54.973636627197266
pg_task,20260716,time,layer1,event__gap_60plus__event,0.0
pg_task,20260716,time,layer1,event__period_break__event,0.0
pg_task,20260716,time,layer1,player__performs__event,109.73617553710938
pg_task,20260716,time,layer1,event__performed_by__player,97.89527130126953
pg_task,20260716,time,layer1,team__performs__event,125.802490234375
pg_task,20260716,time,layer1,event__performed_by_team__team,101.14629364013672
pg_task,20260716,time,layer1,event__has_type__event_type,97.47225952148438
pg_task,20260716,time,layer1,event_type__describes__event,107.49563598632812
pg_task,20260716,time,layer1,event__has_tag__tag,111.10676574707031
pg_task,20260716,time,layer1,tag__describes__event,151.4071044921875
pg_task,20260716,time,layer1,event__starts_in__zone,123.462646484375
pg_task,20260716,time,layer1,zone__start_of__event,107.83332824707031
pg_task,20260716,time,layer1,event__ends_in__zone,106.77240753173828
pg_task,20260716,time,layer1,zone__end_of__event,136.1405792236328
pg_task,20260716,time,layer1,event__belongs_to__possession,113.47743225097656
pg_task,20260716,time,layer1,possession__contains__event,81.55904388427734
pg_task,20260716,time,layer1,possession__owned_by__team,0.0
pg_task,20260716,time,layer1,team__has_possession__possession,0.0
pg_task,20260716,time,layer1,possession__next__possession,0.0
pg_task,20260716,time,layer2,event__next__event,215.3378448486328
pg_task,20260716,time,layer2,event__gap_0_2s__event,151.00608825683594
pg_task,20260716,time,layer2,event__gap_2_5s__event,153.3626708984375
pg_task,20260716,time,layer2,event__gap_5_15s__event,86.9629898071289
pg_task,20260716,time,layer2,event__gap_15_60s__event,55.82746505737305
pg_task,20260716,time,layer2,event__gap_60plus__event,0.0
pg_task,20260716,time,layer2,event__period_break__event,0.0
pg_task,20260716,time,layer2,player__performs__event,216.6734619140625
pg_task,20260716,time,layer2,event__performed_by__player,157.90789794921875
pg_task,20260716,time,layer2,team__performs__event,245.97222900390625
pg_task,20260716,time,layer2,event__performed_by_team__team,160.03219604492188
pg_task,20260716,time,layer2,event__has_type__event_type,131.74530029296875
pg_task,20260716,time,layer2,event_type__describes__event,468.86083984375
pg_task,20260716,time,layer2,event__has_tag__tag,171.33038330078125
pg_task,20260716,time,layer2,tag__describes__event,328.9779968261719
pg_task,20260716,time,layer2,event__starts_in__zone,147.1549835205078
pg_task,20260716,time,layer2,zone__start_of__event,274.819580078125
pg_task,20260716,time,layer2,event__ends_in__zone,155.1948699951172
pg_task,20260716,time,layer2,zone__end_of__event,283.7775573730469
pg_task,20260716,time,layer2,event__belongs_to__possession,136.33421325683594
pg_task,20260716,time,layer2,possession__contains__event,331.19482421875
pg_task,20260716,time,layer2,possession__owned_by__team,0.0
pg_task,20260716,time,layer2,team__has_possession__possession,0.0
pg_task,20260716,time,layer2,possession__next__possession,0.0
pg_task,20260716,position,layer1,event__next__event,0.4042275846004486
pg_task,20260716,position,layer1,event__gap_0_2s__event,0.2405809462070465
pg_task,20260716,position,layer1,event__gap_2_5s__event,0.2960645258426666
pg_task,20260716,position,layer1,event__gap_5_15s__event,0.1949598342180252
pg_task,20260716,position,layer1,event__gap_15_60s__event,0.13511055707931519
pg_task,20260716,position,layer1,event__gap_60plus__event,0.0
pg_task,20260716,position,layer1,event__period_break__event,0.0
pg_task,20260716,position,layer1,player__performs__event,0.3450140357017517
pg_task,20260716,position,layer1,event__performed_by__player,0.30923497676849365
pg_task,20260716,position,layer1,team__performs__event,0.4139822721481323
pg_task,20260716,position,layer1,event__performed_by_team__team,0.31258922815322876
pg_task,20260716,position,layer1,event__has_type__event_type,0.3029235005378723
pg_task,20260716,position,layer1,event_type__describes__event,0.3455602824687958
pg_task,20260716,position,layer1,event__has_tag__tag,0.3711495101451874
pg_task,20260716,position,layer1,tag__describes__event,0.46430882811546326
pg_task,20260716,position,layer1,event__starts_in__zone,0.4179916977882385
pg_task,20260716,position,layer1,zone__start_of__event,0.3368167579174042
pg_task,20260716,position,layer1,event__ends_in__zone,0.32868313789367676
pg_task,20260716,position,layer1,zone__end_of__event,0.42545005679130554
pg_task,20260716,position,layer1,event__belongs_to__possession,0.3446010649204254
pg_task,20260716,position,layer1,possession__contains__event,0.288954496383667
pg_task,20260716,position,layer1,possession__owned_by__team,0.0
pg_task,20260716,position,layer1,team__has_possession__possession,0.0
pg_task,20260716,position,layer1,possession__next__possession,0.0
pg_task,20260716,position,layer2,event__next__event,15.969864845275879
pg_task,20260716,position,layer2,event__gap_0_2s__event,11.450225830078125
pg_task,20260716,position,layer2,event__gap_2_5s__event,11.400612831115723
pg_task,20260716,position,layer2,event__gap_5_15s__event,7.737180233001709
pg_task,20260716,position,layer2,event__gap_15_60s__event,3.7903406620025635
pg_task,20260716,position,layer2,event__gap_60plus__event,0.0
pg_task,20260716,position,layer2,event__period_break__event,0.0
pg_task,20260716,position,layer2,player__performs__event,15.132834434509277
pg_task,20260716,position,layer2,event__performed_by__player,16.79891014099121
pg_task,20260716,position,layer2,team__performs__event,18.74336814880371
pg_task,20260716,position,layer2,event__performed_by_team__team,15.872078895568848
pg_task,20260716,position,layer2,event__has_type__event_type,13.795563697814941
pg_task,20260716,position,layer2,event_type__describes__event,34.360599517822266
pg_task,20260716,position,layer2,event__has_tag__tag,17.621856689453125
pg_task,20260716,position,layer2,tag__describes__event,33.3310546875
pg_task,20260716,position,layer2,event__starts_in__zone,15.420292854309082
pg_task,20260716,position,layer2,zone__start_of__event,26.193321228027344
pg_task,20260716,position,layer2,event__ends_in__zone,17.291501998901367
pg_task,20260716,position,layer2,zone__end_of__event,29.38422393798828
pg_task,20260716,position,layer2,event__belongs_to__possession,14.893828392028809
pg_task,20260716,position,layer2,possession__contains__event,27.591548919677734
pg_task,20260716,position,layer2,possession__owned_by__team,0.0
pg_task,20260716,position,layer2,team__has_possession__possession,0.0
pg_task,20260716,position,layer2,possession__next__possession,0.0
pg_task,20260717,event,layer1,event__next__event,115.3409652709961
pg_task,20260717,event,layer1,event__gap_0_2s__event,58.54616165161133
pg_task,20260717,event,layer1,event__gap_2_5s__event,90.5677261352539
pg_task,20260717,event,layer1,event__gap_5_15s__event,90.2553482055664
pg_task,20260717,event,layer1,event__gap_15_60s__event,51.32727813720703
pg_task,20260717,event,layer1,event__gap_60plus__event,0.0
pg_task,20260717,event,layer1,event__period_break__event,0.0
pg_task,20260717,event,layer1,player__performs__event,105.71463775634766
pg_task,20260717,event,layer1,event__performed_by__player,89.58419036865234
pg_task,20260717,event,layer1,team__performs__event,97.63894653320312
pg_task,20260717,event,layer1,event__performed_by_team__team,88.75592041015625
pg_task,20260717,event,layer1,event__has_type__event_type,96.65274047851562
pg_task,20260717,event,layer1,event_type__describes__event,106.21190643310547
pg_task,20260717,event,layer1,event__has_tag__tag,103.9339599609375
pg_task,20260717,event,layer1,tag__describes__event,127.0213851928711
pg_task,20260717,event,layer1,event__starts_in__zone,106.51092529296875
pg_task,20260717,event,layer1,zone__start_of__event,110.24990844726562
pg_task,20260717,event,layer1,event__ends_in__zone,98.07891082763672
pg_task,20260717,event,layer1,zone__end_of__event,119.25978088378906
pg_task,20260717,event,layer1,event__belongs_to__possession,73.0955810546875
pg_task,20260717,event,layer1,possession__contains__event,92.8599853515625
pg_task,20260717,event,layer1,possession__owned_by__team,0.0
pg_task,20260717,event,layer1,team__has_possession__possession,0.0
pg_task,20260717,event,layer1,possession__next__possession,0.0
pg_task,20260717,event,layer2,event__next__event,195.4547576904297
pg_task,20260717,event,layer2,event__gap_0_2s__event,150.3834991455078
pg_task,20260717,event,layer2,event__gap_2_5s__event,130.91018676757812
pg_task,20260717,event,layer2,event__gap_5_15s__event,67.28894805908203
pg_task,20260717,event,layer2,event__gap_15_60s__event,52.00143051147461
pg_task,20260717,event,layer2,event__gap_60plus__event,0.0
pg_task,20260717,event,layer2,event__period_break__event,0.0
pg_task,20260717,event,layer2,player__performs__event,161.68743896484375
pg_task,20260717,event,layer2,event__performed_by__player,114.21894836425781
pg_task,20260717,event,layer2,team__performs__event,180.73684692382812
pg_task,20260717,event,layer2,event__performed_by_team__team,129.14532470703125
pg_task,20260717,event,layer2,event__has_type__event_type,140.69009399414062
pg_task,20260717,event,layer2,event_type__describes__event,376.42462158203125
pg_task,20260717,event,layer2,event__has_tag__tag,161.31431579589844
pg_task,20260717,event,layer2,tag__describes__event,336.8736572265625
pg_task,20260717,event,layer2,event__starts_in__zone,131.70745849609375
pg_task,20260717,event,layer2,zone__start_of__event,271.0879211425781
pg_task,20260717,event,layer2,event__ends_in__zone,127.7967529296875
pg_task,20260717,event,layer2,zone__end_of__event,214.76251220703125
pg_task,20260717,event,layer2,event__belongs_to__possession,133.89425659179688
pg_task,20260717,event,layer2,possession__contains__event,160.0398406982422
pg_task,20260717,event,layer2,possession__owned_by__team,0.0
pg_task,20260717,event,layer2,team__has_possession__possession,0.0
pg_task,20260717,event,layer2,possession__next__possession,0.0
pg_task,20260717,time,layer1,event__next__event,115.22533416748047
pg_task,20260717,time,layer1,event__gap_0_2s__event,58.490234375
pg_task,20260717,time,layer1,event__gap_2_5s__event,90.46595001220703
pg_task,20260717,time,layer1,event__gap_5_15s__event,90.21409606933594
pg_task,20260717,time,layer1,event__gap_15_60s__event,51.285003662109375
pg_task,20260717,time,layer1,event__gap_60plus__event,0.0
pg_task,20260717,time,layer1,event__period_break__event,0.0
pg_task,20260717,time,layer1,player__performs__event,105.62525177001953
pg_task,20260717,time,layer1,event__performed_by__player,89.4940185546875
pg_task,20260717,time,layer1,team__performs__event,97.54800415039062
pg_task,20260717,time,layer1,event__performed_by_team__team,88.68727111816406
pg_task,20260717,time,layer1,event__has_type__event_type,96.57960510253906
pg_task,20260717,time,layer1,event_type__describes__event,106.11164093017578
pg_task,20260717,time,layer1,event__has_tag__tag,103.8485107421875
pg_task,20260717,time,layer1,tag__describes__event,126.9158706665039
pg_task,20260717,time,layer1,event__starts_in__zone,106.43402099609375
pg_task,20260717,time,layer1,zone__start_of__event,110.14601135253906
pg_task,20260717,time,layer1,event__ends_in__zone,97.99897003173828
pg_task,20260717,time,layer1,zone__end_of__event,119.15709686279297
pg_task,20260717,time,layer1,event__belongs_to__possession,73.02861022949219
pg_task,20260717,time,layer1,possession__contains__event,92.77217102050781
pg_task,20260717,time,layer1,possession__owned_by__team,0.0
pg_task,20260717,time,layer1,team__has_possession__possession,0.0
pg_task,20260717,time,layer1,possession__next__possession,0.0
pg_task,20260717,time,layer2,event__next__event,196.67234802246094
pg_task,20260717,time,layer2,event__gap_0_2s__event,151.37686157226562
pg_task,20260717,time,layer2,event__gap_2_5s__event,131.7992401123047
pg_task,20260717,time,layer2,event__gap_5_15s__event,67.73883819580078
pg_task,20260717,time,layer2,event__gap_15_60s__event,52.3530158996582
pg_task,20260717,time,layer2,event__gap_60plus__event,0.0
pg_task,20260717,time,layer2,event__period_break__event,0.0
pg_task,20260717,time,layer2,player__performs__event,162.58375549316406
pg_task,20260717,time,layer2,event__performed_by__player,114.90381622314453
pg_task,20260717,time,layer2,team__performs__event,181.84739685058594
pg_task,20260717,time,layer2,event__performed_by_team__team,129.9931640625
pg_task,20260717,time,layer2,event__has_type__event_type,141.60403442382812
pg_task,20260717,time,layer2,event_type__describes__event,378.70709228515625
pg_task,20260717,time,layer2,event__has_tag__tag,162.2922821044922
pg_task,20260717,time,layer2,tag__describes__event,338.8494567871094
pg_task,20260717,time,layer2,event__starts_in__zone,132.54290771484375
pg_task,20260717,time,layer2,zone__start_of__event,272.8519287109375
pg_task,20260717,time,layer2,event__ends_in__zone,128.60479736328125
pg_task,20260717,time,layer2,zone__end_of__event,216.01463317871094
pg_task,20260717,time,layer2,event__belongs_to__possession,134.75169372558594
pg_task,20260717,time,layer2,possession__contains__event,160.96817016601562
pg_task,20260717,time,layer2,possession__owned_by__team,0.0
pg_task,20260717,time,layer2,team__has_possession__possession,0.0
pg_task,20260717,time,layer2,possession__next__possession,0.0
pg_task,20260717,position,layer1,event__next__event,0.12640321254730225
pg_task,20260717,position,layer1,event__gap_0_2s__event,0.07425030320882797
pg_task,20260717,position,layer1,event__gap_2_5s__event,0.08611100167036057
pg_task,20260717,position,layer1,event__gap_5_15s__event,0.08202051371335983
pg_task,20260717,position,layer1,event__gap_15_60s__event,0.10551699250936508
pg_task,20260717,position,layer1,event__gap_60plus__event,0.0
pg_task,20260717,position,layer1,event__period_break__event,0.0
pg_task,20260717,position,layer1,player__performs__event,0.1294258087873459
pg_task,20260717,position,layer1,event__performed_by__player,0.09974367171525955
pg_task,20260717,position,layer1,team__performs__event,0.10913547873497009
pg_task,20260717,position,layer1,event__performed_by_team__team,0.1084919199347496
pg_task,20260717,position,layer1,event__has_type__event_type,0.12039069086313248
pg_task,20260717,position,layer1,event_type__describes__event,0.11702525615692139
pg_task,20260717,position,layer1,event__has_tag__tag,0.12181641906499863
pg_task,20260717,position,layer1,tag__describes__event,0.1486615091562271
pg_task,20260717,position,layer1,event__starts_in__zone,0.1259310096502304
pg_task,20260717,position,layer1,zone__start_of__event,0.12239611893892288
pg_task,20260717,position,layer1,event__ends_in__zone,0.11176738888025284
pg_task,20260717,position,layer1,zone__end_of__event,0.12992878258228302
pg_task,20260717,position,layer1,event__belongs_to__possession,0.0841076448559761
pg_task,20260717,position,layer1,possession__contains__event,0.10659796744585037
pg_task,20260717,position,layer1,possession__owned_by__team,0.0
pg_task,20260717,position,layer1,team__has_possession__possession,0.0
pg_task,20260717,position,layer1,possession__next__possession,0.0
pg_task,20260717,position,layer2,event__next__event,20.030099868774414
pg_task,20260717,position,layer2,event__gap_0_2s__event,12.671947479248047
pg_task,20260717,position,layer2,event__gap_2_5s__event,13.571279525756836
pg_task,20260717,position,layer2,event__gap_5_15s__event,10.94861888885498
pg_task,20260717,position,layer2,event__gap_15_60s__event,10.494550704956055
pg_task,20260717,position,layer2,event__gap_60plus__event,0.0
pg_task,20260717,position,layer2,event__period_break__event,0.0
pg_task,20260717,position,layer2,player__performs__event,25.74813461303711
pg_task,20260717,position,layer2,event__performed_by__player,29.265687942504883
pg_task,20260717,position,layer2,team__performs__event,32.58975601196289
pg_task,20260717,position,layer2,event__performed_by_team__team,29.955759048461914
pg_task,20260717,position,layer2,event__has_type__event_type,26.101831436157227
pg_task,20260717,position,layer2,event_type__describes__event,40.92317581176758
pg_task,20260717,position,layer2,event__has_tag__tag,32.05363845825195
pg_task,20260717,position,layer2,tag__describes__event,69.03392791748047
pg_task,20260717,position,layer2,event__starts_in__zone,26.297348022460938
pg_task,20260717,position,layer2,zone__start_of__event,52.96259689331055
pg_task,20260717,position,layer2,event__ends_in__zone,27.06793212890625
pg_task,20260717,position,layer2,zone__end_of__event,37.175872802734375
pg_task,20260717,position,layer2,event__belongs_to__possession,28.967676162719727
pg_task,20260717,position,layer2,possession__contains__event,49.18484878540039
pg_task,20260717,position,layer2,possession__owned_by__team,0.0
pg_task,20260717,position,layer2,team__has_possession__possession,0.0
pg_task,20260717,position,layer2,possession__next__possession,0.0
