configuration,seed,pair,distance,cosine
pg_task,20260715,event_time,0.32195571064949036,0.8723653554916382
pg_task,20260715,event_position,1.9096465110778809,-0.8229545950889587
pg_task,20260715,time_position,2.1656460762023926,-0.9797347187995911
pg_task,20260716,event_time,0.33220502734184265,0.9918064475059509
pg_task,20260716,event_position,2.0173182487487793,-0.9743492603302002
pg_task,20260716,time_position,2.3402106761932373,-0.984339714050293
pg_task,20260717,event_time,0.10410097986459732,0.9882721900939941
pg_task,20260717,event_position,2.043116331100464,-0.9740545153617859
pg_task,20260717,time_position,2.07120943069458,-0.9431679844856262
