configuration,seed,task,layer,node_type,residual_norm,base_norm,norm_ratio,cosine
pg_task,20260717,time,layer1,event,53.602455139160156,158.45790100097656,0.3382756858481283,0.06592271476984024
pg_task,20260717,time,layer1,player,45.1095085144043,137.19496154785156,0.3287985798127927,-0.1092255488038063
pg_task,20260717,time,layer1,team,9.060935020446777,33.136497497558594,0.2734427505838347,0.04029103368520737
pg_task,20260717,time,layer1,event_type,43.57914352416992,54.63337326049805,0.797665253367748,0.007131483405828476
pg_task,20260717,time,layer1,tag,28.791160583496094,88.08489227294922,0.32685696537245845,0.03944338485598564
pg_task,20260717,time,layer1,zone,42.98383712768555,102.1070556640625,0.42096833414827467,-0.030900195240974426
pg_task,20260717,time,layer1,possession,18.355146408081055,92.35356903076172,0.19874864177655338,-0.09112418442964554
pg_task,20260717,time,layer2,event,57.428672790527344,157.60098266601562,0.36439285986070824,0.03371844068169594
pg_task,20260717,time,layer2,player,0.0,137.63677978515625,0.0,0.0
pg_task,20260717,time,layer2,team,0.0,31.99990463256836,0.0,0.0
pg_task,20260717,time,layer2,event_type,0.0,53.66547393798828,0.0,0.0
pg_task,20260717,time,layer2,tag,0.0,79.19576263427734,0.0,0.0
pg_task,20260717,time,layer2,zone,0.0,91.91276550292969,0.0,0.0
pg_task,20260717,time,layer2,possession,0.0,87.99976348876953,0.0,0.0
pg_task,20260717,position,layer1,event,9.215696334838867,158.45790100097656,0.05815864199022851,0.13960199058055878
pg_task,20260717,position,layer1,player,2.9775123596191406,137.19496154785156,0.021702782128632536,0.002863764762878418
pg_task,20260717,position,layer1,team,0.735285758972168,33.136497497558594,0.022189604046907545,-0.10543814301490784
pg_task,20260717,position,layer1,event_type,1.4201780557632446,54.63337326049805,0.02599469831364204,-0.06640112400054932
pg_task,20260717,position,layer1,tag,2.8961050510406494,88.08489227294922,0.03287856721293897,0.021018099039793015
pg_task,20260717,position,layer1,zone,2.410461664199829,102.1070556640625,0.02360719980145518,-0.14716088771820068
pg_task,20260717,position,layer1,possession,2.6259732246398926,92.35356903076172,0.028433911674439098,-0.3116440176963806
pg_task,20260717,position,layer2,event,12.475403785705566,157.60098266601562,0.0791581598963958,-0.009263831190764904
pg_task,20260717,position,layer2,player,0.0,137.63677978515625,0.0,0.0
pg_task,20260717,position,layer2,team,0.0,31.99990463256836,0.0,0.0
pg_task,20260717,position,layer2,event_type,0.0,53.66547393798828,0.0,0.0
pg_task,20260717,position,layer2,tag,0.0,79.19576263427734,0.0,0.0
pg_task,20260717,position,layer2,zone,0.0,91.91276550292969,0.0,0.0
pg_task,20260717,position,layer2,possession,0.0,87.99976348876953,0.0,0.0
