variant,split,event_accuracy_mean,event_accuracy_std,event_macro_f1_mean,event_macro_f1_std,time_mae_mean,time_mae_std,position_distance_mean,position_distance_std
joint_optimized,test,0.7564237580963787,0.0031467895494016766,0.5914701639229857,0.012385975025845875,1.670074224472046,0.0338623795487306,21.758177439371746,0.4146005077703755
joint_optimized,validation,0.756670321637427,0.001399995746166337,0.5834492668695908,0.010374155859325706,1.6214758952458699,0.0294845608327244,22.22958501180013,0.46495929656001056
joint_original,test,0.6264480558366201,0.008132451523354175,0.5003571233241572,0.0012123439011822452,1.5497081677118938,0.007177383751297231,17.913340886433918,0.12974039590007894
joint_original,validation,0.6302083333333334,0.008629427762443647,0.5078938280051177,0.0057086582111960755,1.4855046669642131,0.014721255034274176,18.351158777872723,0.07012217993176559
