configuration,seed,split,event_accuracy,event_macro_f1,time_mae_seconds,position_distance_mae_m,position_median_m,team_accuracy,team_macro_f1,player_top1,player_top3,player_top5,player_mrr,player_coverage,core_etp_loss
partial_l2,20260715,validation,0.7700109649122807,0.6113833906108748,1.4358500242233276,16.38300323486328,9.714862823486328,0.8648574561403509,0.8603980501133295,0.40874609549308344,0.6799048044027963,0.7886360255838167,0.5746003081000206,0.9214638157894737,0.030657648942188212
partial_l2,20260716,validation,0.7646655701754386,0.5957027053076251,1.4225943088531494,15.5677490234375,8.613554000854492,0.868421052631579,0.8647751894474853,0.4130596459913729,0.6855570429867619,0.795775695374089,0.5784274404707066,0.9214638157894737,0.031005358715590677
partial_l2,20260717,validation,0.7687774122807017,0.614875374476876,1.4123969078063965,16.370014190673828,9.705856323242188,0.8643092105263158,0.860950077446316,0.41365461847389556,0.6802022906440577,0.7987505577867023,0.5784528764131196,0.9214638157894737,0.030429293254488392
partial_l2_soft,20260715,validation,0.7774122807017544,0.626167812003827,1.4237192869186401,15.671180725097656,8.73355484008789,0.8648574561403509,0.861560080163591,0.4193068570578611,0.688680648520006,0.8054439982150825,0.5833006740932914,0.9214638157894737,0.029975962089864833
partial_l2_soft,20260716,validation,0.7621984649122807,0.6001313421580147,1.421445369720459,16.227399826049805,9.533109664916992,0.8643092105263158,0.86083984375,0.4120184441469582,0.6845158411423472,0.8006842183549011,0.5789275329817614,0.9214638157894737,0.031204353495125185
partial_l2_soft,20260717,validation,0.7756304824561403,0.6140636501742412,1.4174158573150635,15.650283813476562,8.457182884216309,0.8608826754385965,0.8570477479061249,0.4149933065595716,0.6889781347612673,0.8039565670087758,0.5821703000019952,0.9214638157894737,0.03028005871333574
partial_l2,20260715,test,0.7696429677659157,0.6108335313546428,1.5000888109207153,15.935161590576172,9.335325241088867,0.8694633159188057,0.8640381996912584,0.41208558297264736,0.6808821560840659,0.7953795011378341,0.5776859465255934,0.9255580564561092,0.030860725783415817
partial_l2,20260716,test,0.766287401656101,0.6180464104329151,1.4924538135528564,15.010984420776367,8.196486473083496,0.8745018274929275,0.8700959628570182,0.4164695908259337,0.6853777163000312,0.795981883896301,0.5812017147539869,0.9255580564561092,0.030793511415906652
partial_l2,20260717,test,0.7696945918599128,0.6174726422358793,1.4844191074371338,15.936367988586426,9.342247009277344,0.868895450884837,0.8645540582978051,0.4146178216054616,0.6870621569764848,0.8004328231671947,0.5812731901986676,0.9255580564561092,0.030686927469958852
