split,method,seed,group,value,samples,mean_distance_m,median_distance_m,distance_rmse_m,x_mae_m,y_mae_m,loss
validation,PR-Original,20260717,event_true,5,25,65.94058747483164,69.80692109460628,67.79092730855601,58.43525311499834,22.455530202388765,0.1290513575077057
validation,PR-Original,20260717,event_true,6,568,14.361019901302079,9.42539795218496,20.359133129758433,10.9315381257985,7.319866437792883,0.012793457135558128
validation,PR-Original,20260717,event_true,7,3657,10.029196446147937,6.667239032091669,14.085954698687132,7.3413407551071215,5.666168921881518,0.006882147863507271
validation,PR-Original,20260717,event_true,8,50,14.952143997555368,12.08608774509241,18.970998715180773,11.971246211975814,8.69508194744587,0.011812272481620312
validation,PR-Original,20260717,event_true,9,90,21.953943182457106,16.370610529868323,28.279324358963674,20.174258505304653,6.181302550766203,0.020045505836606026
validation,PR-Original,20260717,zone_true,0,185,33.724028538786804,22.391527559644988,42.309090726650034,27.788360702024924,17.141382336938705,0.05569515749812126
validation,PR-Original,20260717,zone_true,1,303,19.080016502025863,11.357358319219475,25.99318673616259,12.72057142809476,13.233521885604354,0.02636677585542202
validation,PR-Original,20260717,zone_true,2,329,15.819704180179578,9.277825605538352,22.06298428565331,6.732591542791813,13.221587478752195,0.02387644723057747
validation,PR-Original,20260717,zone_true,3,324,15.348513736630496,10.13904907912159,20.417828150661226,7.101863395008776,12.451555680989483,0.01997491344809532
validation,PR-Original,20260717,zone_true,4,329,19.32468659862526,12.217966254702402,25.70124221948795,13.291816389624108,13.18095517412145,0.026090232655405998
validation,PR-Original,20260717,zone_true,5,291,26.469208186893688,19.1851340124567,33.208665075860495,21.359774822887687,13.91330212969141,0.03504861146211624
validation,PR-Original,20260717,zone_true,6,238,31.51024806904584,22.393714225585136,40.06780446289124,25.55927829871721,17.298499585794552,0.05143130570650101
validation,PR-Original,20260717,zone_true,7,299,21.89897999010574,13.86998791875505,29.328798160438236,13.814724059931212,16.124624893667306,0.03518468514084816
validation,PR-Original,20260717,zone_true,8,319,14.079256948647249,8.837687174609233,19.33657483240088,6.0849560035807215,11.741883022120941,0.01810845546424389
validation,PR-Original,20260717,zone_true,9,376,14.136536846654623,8.164797008880019,19.72918728705693,6.6812790474517545,11.587020968562587,0.018369967117905617
validation,PR-Original,20260717,zone_true,10,379,17.466001931519234,11.09611233691525,23.570445829529582,11.075410628617597,12.669059082079373,0.022731536999344826
validation,PR-Original,20260717,zone_true,11,223,26.84853043410502,21.600021683034917,32.76086596383395,21.55008874933816,14.016633527261527,0.03482993692159653
validation,PR-Original,20260717,zone_true,12,540,10.773861561927925,6.800000448807501,15.387633615352927,8.079675767984655,5.997019890116321,0.008046867325901985
validation,PR-Original,20260717,zone_true,13,504,11.92535230938705,8.139409187003917,15.826730895774416,9.315004739910364,6.442229754276692,0.008505770936608315
validation,PR-Original,20260717,zone_true,14,458,8.268646578796709,5.401780420687039,11.785358164444151,6.975772059624242,3.1792353737822787,0.003822514321655035
validation,PR-Original,20260717,zone_true,15,393,9.528853736716842,6.443048375525108,13.350515094598398,8.57980339695479,2.880323198915438,0.00451409537345171
validation,PR-Original,20260717,zone_true,16,533,9.630749401645746,6.072376184578216,13.916441484941949,7.07037896295314,5.49264158730659,0.006702981423586607
validation,PR-Original,20260717,zone_true,17,546,9.903475149371285,7.202269724737785,13.095048343301466,7.459069579266584,5.505631120322825,0.0059308623895049095
validation,PR-Original,20260717,zone_true,18,485,19.198323138855443,10.311145695334531,27.01898171029758,17.449742236491485,5.2922536480058096,0.018122490495443344
validation,PR-Original,20260717,zone_true,19,242,31.012241090924682,24.013612336464746,38.75433200821615,29.827089654358705,5.791192463853142,0.03582947328686714
validation,PR-Original,20260717,player_mask,0,573,30.84786796132232,26.23563207575064,37.83135687828432,21.569355402083296,18.679634870893043,0.051140181720256805
validation,PR-Original,20260717,player_mask,1,6723,15.136069436634319,9.124957577898043,21.838095680457993,11.08997307545333,8.506642580072244,0.0164144616574049
validation,PR-Refit,20260715,event_true,0,2049,19.787320808560093,11.928249915276432,27.347644209620146,14.730869016963252,10.849400147450238,0.0254061222076416
validation,PR-Refit,20260715,event_true,1,82,31.445225552472145,28.21039780138284,35.75660463840805,21.417000839350425,20.20770326874605,0.04720216989517212
validation,PR-Refit,20260715,event_true,2,431,26.153302140104937,20.78273424752456,32.89869992210376,17.352586748151936,16.842732446618257,0.04132285714149475
validation,PR-Refit,20260715,event_true,3,18,34.68243624802701,25.466639761241954,40.09061482111539,30.042146996905405,16.70876747038629,0.048505622893571854
validation,PR-Refit,20260715,event_true,4,326,44.67402125246491,43.73196694272754,47.754801775416325,31.15551599707066,26.889741360295588,0.08063232898712158
validation,PR-Refit,20260715,event_true,5,25,65.327871832413,66.07242315558462,67.06917772512523,57.51541758030653,22.81275517463684,0.12766513228416443
validation,PR-Refit,20260715,event_true,6,568,14.24025913356529,9.296269901400663,20.178214784159522,10.939325107946914,7.07645234314751,0.012475705705583096
